"","Points","GameDate","Tm","Opp","HW","Actual"
"16791",70.9565217391304,"2020-01-30","siuedwardsville","austinpeay","0",58
"16363",70.8222222222222,"2020-01-25","siuedwardsville","utmartin","2",76
"16101",70.75,"2020-01-23","siuedwardsville","southeastmissouristate","2",84
"15815",70.5581395348837,"2020-01-18","siuedwardsville","jacksonvillestate","2",56
"15485",69.9523809523809,"2020-01-16","siuedwardsville","tennesseetech","2",69
"15074",70.3170731707317,"2020-01-11","siuedwardsville","easternkentucky","0",72
"14961",70.25,"2020-01-09","siuedwardsville","moreheadstate","0",77
"14266",70.6666666666667,"2020-01-04","siuedwardsville","tennesseestate","0",74
"13785",70.3947368421053,"2020-01-02","siuedwardsville","belmont","0",79
"13588",70.9189189189189,"2019-12-29","siuedwardsville","lindenwood","2",96
"13223",71.5,"2019-12-21","siuedwardsville","detroit","0",55
"12719",71.7142857142857,"2019-12-17","siuedwardsville","winthrop","0",73
"12578",72.1764705882353,"2019-12-15","siuedwardsville","northwestern","0",54
"12193",72.6363636363636,"2019-12-04","siuedwardsville","chicagostate","2",81
"11798",72.53125,"2019-11-29","siuedwardsville","ucriverside","0",51
"11554",72.9354838709677,"2019-11-26","siuedwardsville","pacific","0",50
"10250",73.3333333333333,"2019-11-23","siuedwardsville","northernillinois","2",64
"9972",73.5172413793103,"2019-11-18","siuedwardsville","southdakota","0",56
"9699",73.5714285714286,"2019-11-16","siuedwardsville","incarnateword","0",57
"9376",73.4814814814815,"2019-11-12","siuedwardsville","valparaiso","2",76
"9070",73.4230769230769,"2019-11-08","siuedwardsville","iowa","0",60
"8735",72.96,"2019-11-05","siuedwardsville","quincy","2",61
"8431",73.125,"2019-03-06","siuedwardsville","moreheadstate","1",68
"8014",73.4782608695652,"2019-03-02","siuedwardsville","jacksonvillestate","2",72
"7762",74.3181818181818,"2019-02-28","siuedwardsville","tennesseetech","2",76
"7390",75.7142857142857,"2019-02-23","siuedwardsville","belmont","0",75
"7117",75.1,"2019-02-21","siuedwardsville","tennesseestate","0",85
"6721",74.6842105263158,"2019-02-16","siuedwardsville","utmartin","2",69
"6480",75,"2019-02-14","siuedwardsville","easternillinois","2",65
"6089",74.2941176470588,"2019-02-09","siuedwardsville","murraystate","0",55
"5796",74.4375,"2019-02-07","siuedwardsville","austinpeay","0",45
"5432",74.6666666666667,"2019-02-02","siuedwardsville","easternkentucky","2",88
"5196",76.1428571428571,"2019-01-31","siuedwardsville","moreheadstate","2",83
"4827",76.6923076923077,"2019-01-26","siuedwardsville","utmartin","0",69
"4551",76.3333333333333,"2019-01-24","siuedwardsville","southeastmissouristate","0",87
"4283",74.7272727272727,"2019-01-19","siuedwardsville","murraystate","2",72
"3975",74.3,"2019-01-17","siuedwardsville","austinpeay","2",71
"3899",73.4444444444444,"2019-01-12","siuedwardsville","jacksonvillestate","0",54
"3576",72.75,"2019-01-10","siuedwardsville","tennesseetech","0",69
"3402",72.7142857142857,"2019-01-05","siuedwardsville","easternillinois","0",81
